"Id","Name","ManagingInstitution","Level","Profile","ISCEDClassification(code)","ISCEDClassification(name)","CreationDate","PreparesforTeachingProfession","RelatestoForeignPhilology","ListOfLanguagesforForeignPhilology","JointPrograms","Status","StartDateofPhasingOut","LiquidationDate","Disciplines","CoManagingInstitutionsCoManagingInstitutionUuid","CoManagingInstitutionsCoManagingInstitutionName","CoManagingInstitutionsForeign","CoManagingInstitutionsStartDateofCoManagingStudiesbytheInstitution","CoManagingInstitutionsEndDateofCoManagingStudiesbytheInstitution","TypeofLegalBasis","LegalActName","DateofLegalActPrinting","LaunchName","LaunchForm","LaunchProfessionalTitle","LaunchLanguageofEducation","LaunchForeignPhilologyLanguage","LaunchLaunchDate","LaunchNumberofSemesters","LaunchECTS","LaunchDualStudies","LaunchBridgingStudies","LaunchStatus","LaunchInCooperationwithProfessionalOrganization"
"629370b7-9ff2-46bd-9dd2-7cc87b7dc229","Filologia angielska nauczycielska","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","232","Literatura i językoznawstwo (lingwistyka)","2023-06-28","Tak","Tak","angielski","Nie","prowadzone","","","literaturoznawstwo, językoznawstwo, historia","","","","","","Zarządzenie rektora","RKR.Z.0211.29.2023","2023-06-28","","","","","","","","","","","",""
"2d77307e-7e94-4513-8f6a-5914856db479","Fizjoterapia","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","praktyczny","9999","Obszar nieznany","2017-06-21","Nie","Nie","","Nie","prowadzone","","","ekonomia i finanse, nauki o zdrowiu, nauki prawne, językoznawstwo, filozofia, psychologia, nauki medyczne, nauki o kulturze fizycznej","","","","","","Uchwała senatu uczelni","-","2017-06-21","Fizjoterapia","niestacjonarne","magister","polski","","2017-10-01","10.0","330.0","Nie","Nie","prowadzone","Nie"
"2d77307e-7e94-4513-8f6a-5914856db479","Fizjoterapia","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","praktyczny","9999","Obszar nieznany","2017-06-21","Nie","Nie","","Nie","prowadzone","","","ekonomia i finanse, nauki o zdrowiu, nauki prawne, językoznawstwo, filozofia, psychologia, nauki medyczne, nauki o kulturze fizycznej","","","","","","Uchwała senatu uczelni","-","2017-06-21","Fizjoterapia","stacjonarne","magister","polski","","2017-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"41f1265d-a3f2-4324-aae2-d3d832677c3c","Fizjoterapia","Krakowska Wyższa Szkoła Promocji Zdrowia w Krakowie","jednolite magisterskie","praktyczny","915","Terapia i rehabilitacja","2017-07-11","Nie","Nie","","Nie","prowadzone","","","nauki medyczne, nauki o kulturze fizycznej, nauki o zdrowiu","","","","","","Decyzja ministra","DSW.WNN.6022.3.2017.EK.3","2017-07-11","Fizjoterapia","niestacjonarne","magister","polski","","2018-10-01","10.0","307.0","Nie","Nie","prowadzone","Nie"
"41f1265d-a3f2-4324-aae2-d3d832677c3c","Fizjoterapia","Krakowska Wyższa Szkoła Promocji Zdrowia w Krakowie","jednolite magisterskie","praktyczny","915","Terapia i rehabilitacja","2017-07-11","Nie","Nie","","Nie","prowadzone","","","nauki medyczne, nauki o kulturze fizycznej, nauki o zdrowiu","","","","","","Decyzja ministra","DSW.WNN.6022.3.2017.EK.3","2017-07-11","Fizjoterapia","stacjonarne","magister","polski","","2018-10-01","10.0","307.0","Nie","Nie","prowadzone","Nie"
"731b5be1-9157-40f1-8ca8-fa1e2cf034ed","Fizjoterapia","Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie","jednolite magisterskie","ogólnoakademicki","915","Terapia i rehabilitacja","2017-05-25","Nie","Nie","","Nie","prowadzone","","","nauki o kulturze fizycznej, nauki o zdrowiu, nauki medyczne","","","","","","Uchwała senatu uczelni","20/V/2017","2017-05-25","Fizjoterapia","stacjonarne","magister","polski","","2017-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"a575852f-8d51-4f00-8ed2-632cbf5da3fb","Fizjoterapia","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","praktyczny","915","Terapia i rehabilitacja","2017-03-29","Nie","Nie","","Nie","prowadzone","","","nauki medyczne, nauki o zdrowiu, nauki o kulturze fizycznej","","","","","","Uchwała senatu uczelni","37/III/2017","2017-03-29","Fizjoterapia","stacjonarne","magister","polski","","2017-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"f2cd936b-bfd0-4e0c-886e-18394de2389a","Grafika","Akademia Sztuk Pięknych im. Jana Matejki w Krakowie","jednolite magisterskie","ogólnoakademicki","213","Sztuki plastyczne","1923-12-01","Nie","Nie","","Nie","prowadzone","","","sztuki plastyczne i konserwacja dzieł sztuki","","","","","","Decyzja ministra","vvv","1923-12-01","Grafika","stacjonarne","magister","polski","","2012-06-26","10.0","300.0","Nie","Nie","prowadzone","Nie"
"5911a230-72e2-4225-aa3e-999d75545ccb","Historia - studia nauczycielskie","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","222","Historia i archeologia","2023-06-29","Tak","Nie","","Nie","prowadzone","","","historia","","","","","","Zarządzenie rektora","RKR.Z.0211.32.2023","2023-06-29","","","","","","","","","","","",""
"1dbc1ee4-9511-4b73-940f-84f1455b1a93","Kierunek lekarski","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","2015-07-13","Nie","Nie","","Nie","prowadzone","","","pedagogika, nauki chemiczne, filozofia, psychologia, nauki farmaceutyczne, nauki o zdrowiu, nauki biologiczne, nauki medyczne, językoznawstwo","","","","","","Decyzja ministra","DSW.ZNU.6022.295.8.2014.ŁA","2015-07-13","Kierunek lekarski","stacjonarne","magister","angielski","","2017-10-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"1dbc1ee4-9511-4b73-940f-84f1455b1a93","Kierunek lekarski","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","2015-07-13","Nie","Nie","","Nie","prowadzone","","","pedagogika, nauki chemiczne, filozofia, psychologia, nauki farmaceutyczne, nauki o zdrowiu, nauki biologiczne, nauki medyczne, językoznawstwo","","","","","","Decyzja ministra","DSW.ZNU.6022.295.8.2014.ŁA","2015-07-13","Kierunek lekarski","stacjonarne","magister","polski","","2017-10-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"ad2799aa-e5ab-4aa1-afec-c39adc75c561","Kierunek lekarski","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","praktyczny","912","Medycyna","2015-07-13","Nie","Nie","","Nie","prowadzone","","","nauki medyczne, nauki o zdrowiu, pedagogika, filozofia, językoznawstwo, psychologia, nauki chemiczne, nauki farmaceutyczne, nauki biologiczne","","","","","","Decyzja ministra","DSW.ZNU.6022.295.8.2014.ŁA","2015-07-13","Kierunek lekarski","stacjonarne","magister","polski","","2015-07-13","12.0","360.0","Nie","Nie","prowadzone","Nie"
"ad2799aa-e5ab-4aa1-afec-c39adc75c561","Kierunek lekarski","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","praktyczny","912","Medycyna","2015-07-13","Nie","Nie","","Nie","prowadzone","","","nauki medyczne, nauki o zdrowiu, pedagogika, filozofia, językoznawstwo, psychologia, nauki chemiczne, nauki farmaceutyczne, nauki biologiczne","","","","","","Decyzja ministra","DSW.ZNU.6022.295.8.2014.ŁA","2015-07-13","Kierunek lekarski","stacjonarne","magister","angielski","","2015-07-13","12.0","360.0","Nie","Nie","prowadzone","Nie"
"b25e1119-54d9-4768-b55a-52cd020754d2","Kierunek lekarski","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","1900-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Brak dokumentu","","","Kierunek lekarski","stacjonarne","magister","angielski","","2017-09-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"b25e1119-54d9-4768-b55a-52cd020754d2","Kierunek lekarski","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","1900-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Brak dokumentu","","","Kierunek lekarski","niestacjonarne","magister","polski","","2017-09-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"b25e1119-54d9-4768-b55a-52cd020754d2","Kierunek lekarski","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","1900-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Brak dokumentu","","","Kierunek lekarski","stacjonarne","magister","polski","","2017-10-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"d4c003a0-3b57-4041-8585-92545efa2219","Kierunek lekarski","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","praktyczny","912","Medycyna","1900-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Brak dokumentu","","","Kierunek lekarski","niestacjonarne","magister","polski","","2012-09-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"d4c003a0-3b57-4041-8585-92545efa2219","Kierunek lekarski","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","praktyczny","912","Medycyna","1900-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Brak dokumentu","","","Kierunek lekarski","stacjonarne","magister","polski","","2012-10-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"d4c003a0-3b57-4041-8585-92545efa2219","Kierunek lekarski","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","praktyczny","912","Medycyna","1900-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Brak dokumentu","","","Kierunek lekarski","stacjonarne","magister","angielski","","2012-09-01","12.0","360.0","Nie","Nie","prowadzone","Nie"
"16eb29ac-b0af-4bde-a0af-6932b07c8fb7","Kierunek lekarsko-dentystyczny","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","praktyczny","911","Stomatologia","1950-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Decyzja ministra","18264","1950-01-01","Kierunek lekarsko-dentystyczny","stacjonarne","magister","polski","","2012-09-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"16eb29ac-b0af-4bde-a0af-6932b07c8fb7","Kierunek lekarsko-dentystyczny","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","praktyczny","911","Stomatologia","1950-01-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Decyzja ministra","18264","1950-01-01","Kierunek lekarsko-dentystyczny","niestacjonarne","magister","polski","","2012-09-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"99d9e834-4702-462d-9867-e80eff8b850b","Kierunek lekarsko - dentystyczny","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","2019-10-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Zarządzenie rektora","81/IX/2019","2019-09-25","Kierunek lekarsko - dentystyczny","stacjonarne","magister","angielski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"99d9e834-4702-462d-9867-e80eff8b850b","Kierunek lekarsko - dentystyczny","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","2019-10-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Zarządzenie rektora","81/IX/2019","2019-09-25","Kierunek lekarsko - dentystyczny","niestacjonarne","magister","polski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"99d9e834-4702-462d-9867-e80eff8b850b","Kierunek lekarsko - dentystyczny","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","912","Medycyna","2019-10-01","Nie","Nie","","Nie","prowadzone","","","nauki medyczne","","","","","","Zarządzenie rektora","81/IX/2019","2019-09-25","Kierunek lekarsko - dentystyczny","stacjonarne","magister","polski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"3c954e35-0390-4fe4-8e8b-3a56929d0f0e","Konserwacja i restauracja dzieł sztuki","Akademia Sztuk Pięknych im. Jana Matejki w Krakowie","jednolite magisterskie","ogólnoakademicki","222","Historia i archeologia","1950-08-11","Nie","Nie","","Nie","prowadzone","","","sztuki plastyczne i konserwacja dzieł sztuki","","","","","","Brak dokumentu","","","Konserwacja i restauracja dzieł sztuki","stacjonarne","magister","polski","","2012-06-26","12.0","360.0","Nie","Nie","prowadzone","Nie"
"202d8444-d047-43e4-b55a-798eb4969873","Logopedia","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","239","Programy i kwalifikacje związane z językami gdzie indziej niesklasyfikowane","2023-03-09","Tak","Nie","","Nie","prowadzone","","","językoznawstwo, nauki medyczne, pedagogika, psychologia","","","","","","Zarządzenie rektora","RKR.0211.8.2023","2023-03-09","","","","","","","","","","","",""
"50a219f1-89d5-4379-abf0-7c0b5717f3e9","Logopedia","Akademia Ignatianum w Krakowie","jednolite magisterskie","ogólnoakademicki","114","Kształcenie nauczycieli ze specjalizacją tematyczną","2023-07-14","Tak","Nie","","Nie","prowadzone","","","nauki o zdrowiu, językoznawstwo, pedagogika, psychologia","","","","","","Zarządzenie rektora","85/2022/2023","2023-07-14","","","","","","","","","","","",""
"57c452d7-66fb-47cb-b38f-04a0cf64d894","Malarstwo","Akademia Sztuk Pięknych im. Jana Matejki w Krakowie","jednolite magisterskie","ogólnoakademicki","213","Sztuki plastyczne","1818-10-16","Nie","Nie","","Nie","prowadzone","","","sztuki plastyczne i konserwacja dzieł sztuki","","","","","","Uchwała senatu uczelni","nr 152 / 1818 Statut UJ","1818-10-16","Malarstwo","stacjonarne","magister","polski","","2012-06-26","10.0","300.0","Nie","Nie","prowadzone","Nie"
"48eac25f-04e1-464a-85be-8ceb654b9dfd","Nauczyciel biologii i geografii","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","519","Programy i kwalifikacje związane z biologią i naukami pokrewnymi gdzie indziej niesklasyfikowane","2023-06-30","Tak","Nie","","Nie","prowadzone","","","geografia społeczno-ekonomiczna i gospodarka przestrzenna, nauki o Ziemi i środowisku, nauki biologiczne","","","","","","Zarządzenie rektora","RKR.Z.0211.39.2023","2023-06-30","","","","","","","","","","","",""
"18ce7b3e-b9ae-454e-92eb-b8677de574b0","Pedagogika przedszkolna i wczesnoszkolna","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","praktyczny","110","Kształcenie nieokreślone dalej","2019-05-15","Tak","Nie","","Nie","prowadzone","","","językoznawstwo, nauki o zdrowiu, filozofia, pedagogika, psychologia, nauki o kulturze i religii, nauki socjologiczne","","","","","","Pozwolenie ministra","art. 39 a rozporządzenia w sprawie studiów","2019-05-15","Pedagogika przedszkolna i wczesnoszkolna","niestacjonarne","magister","polski","","2019-05-15","10.0","300.0","Nie","Nie","prowadzone","Nie"
"18ce7b3e-b9ae-454e-92eb-b8677de574b0","Pedagogika przedszkolna i wczesnoszkolna","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie","jednolite magisterskie","praktyczny","110","Kształcenie nieokreślone dalej","2019-05-15","Tak","Nie","","Nie","prowadzone","","","językoznawstwo, nauki o zdrowiu, filozofia, pedagogika, psychologia, nauki o kulturze i religii, nauki socjologiczne","","","","","","Pozwolenie ministra","art. 39 a rozporządzenia w sprawie studiów","2019-05-15","Pedagogika przedszkolna i wczesnoszkolna","stacjonarne","magister","polski","","2019-05-15","10.0","300.0","Nie","Nie","prowadzone","Nie"
"8239a7d5-4acb-4d92-8b85-99823fdcac9f","Pedagogika przedszkolna i wczesnoszkolna","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","111","Kształcenie","2019-03-27","Tak","Nie","","Nie","prowadzone","","","nauki o komunikacji społecznej i mediach, nauki o kulturze fizycznej, filozofia, nauki socjologiczne, pedagogika, matematyka, nauki o sztuce, nauki biologiczne, nauki prawne, nauki o bezpieczeństwie, nauki o zdrowiu, językoznawstwo, psychologia, informatyka","","","","","","Uchwała senatu uczelni","16/III/2019","2019-03-27","Pedagogika przedszkolna i wczesnoszkolna","stacjonarne","magister","polski","","2019-10-01","10.0","334.0","Nie","Nie","prowadzone","Nie"
"8c289644-abe8-45c9-b5c1-bd9d38699b2f","Pedagogika przedszkolna i wczesnoszkolna","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","113","Kształcenie nauczycieli bez specjalizacji tematycznej","2019-10-01","Tak","Nie","","Nie","prowadzone","","","historia, psychologia, matematyka, pedagogika, sztuki plastyczne i konserwacja dzieł sztuki, sztuki muzyczne","","","","","","Pozwolenie ministra","uchwała senatu UP w Krakowie nr 9/29.04.2019 (§ 39 ust. 1 rozporządzenia MNiSW z dnia 27 września 2018 r. w sprawie studiów)","2019-04-29","Pedagogika przedszkolna i wczesnoszkolna","niestacjonarne","magister","polski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"8c289644-abe8-45c9-b5c1-bd9d38699b2f","Pedagogika przedszkolna i wczesnoszkolna","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","113","Kształcenie nauczycieli bez specjalizacji tematycznej","2019-10-01","Tak","Nie","","Nie","prowadzone","","","historia, psychologia, matematyka, pedagogika, sztuki plastyczne i konserwacja dzieł sztuki, sztuki muzyczne","","","","","","Pozwolenie ministra","uchwała senatu UP w Krakowie nr 9/29.04.2019 (§ 39 ust. 1 rozporządzenia MNiSW z dnia 27 września 2018 r. w sprawie studiów)","2019-04-29","Pedagogika przedszkolna i wczesnoszkolna","stacjonarne","magister","polski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"96c084c1-82ec-440e-896b-f5f4013f9046","Pedagogika przedszkolna i wczesnoszkolna","Akademia Ignatianum w Krakowie","jednolite magisterskie","ogólnoakademicki","112","Kształcenie nauczycieli nauczania przedszkolnego","2019-05-31","Tak","Nie","","Nie","prowadzone","","","pedagogika, psychologia","","","","","","Pozwolenie ministra","DSW.WNN.5014.76.2019.2.RL","2019-05-31","Pedagogika przedszkolna i wczesnoszkolna","stacjonarne","magister","polski","","2019-10-01","10.0","313.0","Nie","Nie","prowadzone","Nie"
"96c084c1-82ec-440e-896b-f5f4013f9046","Pedagogika przedszkolna i wczesnoszkolna","Akademia Ignatianum w Krakowie","jednolite magisterskie","ogólnoakademicki","112","Kształcenie nauczycieli nauczania przedszkolnego","2019-05-31","Tak","Nie","","Nie","prowadzone","","","pedagogika, psychologia","","","","","","Pozwolenie ministra","DSW.WNN.5014.76.2019.2.RL","2019-05-31","Pedagogika przedszkolna i wczesnoszkolna","niestacjonarne","magister","polski","","2019-10-01","10.0","313.0","Nie","Nie","prowadzone","Nie"
"94ea88c6-6927-4b37-91fd-84aded5e794d","Pedagogika specjalna","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","114","Kształcenie nauczycieli ze specjalizacją tematyczną","2019-10-01","Tak","Nie","","Nie","prowadzone","","","pedagogika, psychologia","","","","","","Pozwolenie ministra","uchwała senatu UP w Krakowie nr 9/29.04.2019 (§ 39 ust. 1 rozporządzenia MNiSW z dnia 27 września 2018 r. w sprawie studiów ","2019-04-29","Pedagogika specjalna","stacjonarne","magister","polski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"94ea88c6-6927-4b37-91fd-84aded5e794d","Pedagogika specjalna","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","ogólnoakademicki","114","Kształcenie nauczycieli ze specjalizacją tematyczną","2019-10-01","Tak","Nie","","Nie","prowadzone","","","pedagogika, psychologia","","","","","","Pozwolenie ministra","uchwała senatu UP w Krakowie nr 9/29.04.2019 (§ 39 ust. 1 rozporządzenia MNiSW z dnia 27 września 2018 r. w sprawie studiów ","2019-04-29","Pedagogika specjalna","niestacjonarne","magister","polski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
"cabd2935-3fca-406c-8d90-5aa4f3437570","Pedagogika specjalna","Uniwersytet Jagielloński w Krakowie","jednolite magisterskie","ogólnoakademicki","111","Kształcenie","2020-06-03","Tak","Nie","","Nie","prowadzone","","","nauki prawne, filozofia, psychologia, informatyka, pedagogika, nauki o zdrowiu, nauki socjologiczne, językoznawstwo, nauki o komunikacji społecznej i mediach, matematyka","","","","","","Zarządzenie rektora","56","2020-06-03","Pedagogika specjalna","stacjonarne","magister","polski","","2020-10-01","10.0","330.0","Nie","Nie","prowadzone","Nie"
"2090e235-755d-4cdf-8403-5b3b021bb45a","Prawo","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","jednolite magisterskie","praktyczny","421","Prawo","2015-06-03","Nie","Nie","","Nie","prowadzone","","","ekonomia i finanse, nauki prawne, nauki o polityce i administracji","","","","","","Decyzja ministra","DSW.ZNU.6051.28.2015.EK.3","2015-06-03","Prawo","niestacjonarne","magister","polski","","2019-10-01","10.0","300.0","Nie","Nie","prowadzone","Nie"
